age_group,gender,activity,bmi,resting_hr,daily_steps,sleep_hours,vo2_max
45–59,Male,Very Active,21.6,47,12827,7.8,56.5
30–44,Female,Sedentary,29.1,81,2666,6.7,29.6
60+,Male,Lightly Active,27.7,78,8202,6.8,46.9
30–44,Female,Very Active,19.5,53,23104,7.5,53.8
60+,Female,Sedentary,32.1,83,3262,5.8,27.9
45–59,Female,Moderately Active,25.2,68,3225,6.5,46.9
30–44,Female,Lightly Active,27.3,73,7032,8.4,41.4
60+,Female,Moderately Active,24.1,70,13621,5.3,43.3
30–44,Male,Very Active,22.2,58,14936,8.5,58.3
30–44,Female,Lightly Active,26.7,69,4994,5.4,40.4
30–44,Female,Moderately Active,24.8,65,12614,6.3,47.2
18–29,Female,Lightly Active,21.8,75,5968,7.2,31.3
45–59,Female,Moderately Active,29.5,61,9704,8.2,46.7
30–44,Male,Sedentary,25.4,72,1664,5.5,44.5
60+,Male,Lightly Active,26.8,79,4025,6.3,45.9
60+,Female,Lightly Active,31.2,85,7753,7.9,41.4
45–59,Female,Sedentary,27.2,86,2010,5.4,25.1
18–29,Female,Moderately Active,25.3,71,14391,5.9,46.4
45–59,Male,Sedentary,17.6,85,4595,7.7,35.2
18–29,Male,Very Active,18.0,60,12346,8.1,61.0
45–59,Female,Very Active,22.7,54,13583,7.8,57.9
30–44,Male,Moderately Active,25.1,65,12051,6.5,56.7
60+,Female,Very Active,25.5,61,21344,6.7,56.3
30–44,Female,Very Active,24.7,53,16591,5.5,49.1
18–29,Male,Moderately Active,19.4,62,9067,4.5,54.5
60+,Male,Moderately Active,28.6,64,9649,7.8,49.1
30–44,Female,Lightly Active,21.7,83,6668,7.7,43.8
60+,Female,Moderately Active,27.3,69,9317,8.7,45.0
60+,Male,Moderately Active,23.1,68,13183,6.5,40.4
30–44,Female,Lightly Active,37.4,75,5459,6.5,41.4
30–44,Male,Lightly Active,24.1,66,7188,6.5,38.9
30–44,Male,Sedentary,28.6,79,3609,5.5,47.5
45–59,Female,Moderately Active,25.0,64,10521,5.0,46.3
60+,Male,Very Active,22.2,54,15208,5.4,56.5
30–44,Male,Sedentary,23.8,95,2980,6.1,47.1
45–59,Male,Sedentary,40.5,68,2303,4.8,40.9
30–44,Male,Very Active,21.3,55,18711,7.2,53.4
45–59,Female,Sedentary,25.6,85,2895,8.2,34.1
45–59,Female,Moderately Active,24.1,62,9946,6.7,50.0
60+,Male,Lightly Active,27.3,69,4856,7.3,46.9
30–44,Male,Lightly Active,23.8,71,9421,7.4,37.4
30–44,Female,Sedentary,34.0,86,3685,7.3,34.2
18–29,Female,Sedentary,29.8,65,1831,6.9,34.9
18–29,Male,Moderately Active,24.6,59,11743,7.4,50.6
30–44,Male,Lightly Active,28.7,80,5586,6.5,34.7
60+,Female,Moderately Active,21.8,69,8500,7.5,39.9
30–44,Male,Very Active,21.4,55,13438,6.0,59.1
30–44,Female,Moderately Active,24.4,60,11641,5.5,49.3
45–59,Female,Lightly Active,30.2,71,6283,8.7,34.3
18–29,Male,Lightly Active,25.5,80,6424,5.2,41.8
18–29,Male,Sedentary,27.4,92,3226,7.2,36.5
60+,Female,Moderately Active,17.8,72,12565,7.6,45.4
18–29,Male,Lightly Active,23.7,74,9967,7.1,47.4
30–44,Female,Very Active,18.8,43,15078,8.1,52.4
30–44,Male,Moderately Active,20.0,61,9565,7.0,48.3
18–29,Female,Sedentary,30.9,70,3084,8.4,30.5
30–44,Female,Lightly Active,39.8,76,7557,6.3,40.3
18–29,Female,Moderately Active,25.1,64,12913,5.1,48.7
30–44,Male,Very Active,23.6,53,12516,7.5,58.0
60+,Female,Lightly Active,23.5,79,10137,6.1,39.7
30–44,Female,Moderately Active,21.1,61,7907,8.5,39.7
30–44,Male,Sedentary,39.7,56,3712,8.2,35.6
30–44,Female,Very Active,20.9,56,18629,6.5,52.4
60+,Female,Moderately Active,18.1,61,7416,5.9,41.4
18–29,Male,Moderately Active,25.3,71,11092,7.6,50.0
60+,Female,Lightly Active,24.8,73,3880,6.5,41.3
30–44,Male,Very Active,24.2,50,13097,5.9,59.0
60+,Male,Moderately Active,29.5,64,10352,5.7,47.8
30–44,Male,Sedentary,30.9,82,3113,7.3,43.0
18–29,Male,Moderately Active,25.2,71,13239,7.4,54.0
30–44,Male,Lightly Active,29.1,72,5461,5.2,50.8
18–29,Male,Very Active,29.3,53,17273,5.9,56.0
45–59,Female,Moderately Active,31.8,68,12536,8.2,42.4
45–59,Female,Lightly Active,25.2,70,6412,6.4,34.3
45–59,Male,Lightly Active,30.3,76,6491,7.7,48.3
18–29,Female,Very Active,27.1,57,10900,5.7,53.7
45–59,Female,Very Active,24.5,51,10337,6.9,50.5
30–44,Female,Lightly Active,26.2,65,5238,8.0,44.4
60+,Female,Moderately Active,22.9,63,13562,7.7,44.6
45–59,Male,Lightly Active,26.9,75,8593,5.1,42.0
30–44,Male,Lightly Active,21.9,83,8372,4.6,45.7
60+,Male,Very Active,24.9,51,17299,6.5,56.3
30–44,Male,Moderately Active,29.0,60,11648,5.8,52.2
30–44,Male,Sedentary,26.9,84,2671,5.9,50.4
18–29,Male,Lightly Active,24.7,71,5941,7.4,51.1
45–59,Female,Lightly Active,22.3,76,3452,7.7,42.7
30–44,Female,Sedentary,31.4,90,3167,4.8,27.7
18–29,Female,Very Active,22.8,52,17649,6.8,55.7
45–59,Female,Sedentary,21.5,90,2506,8.2,36.1
18–29,Female,Lightly Active,38.2,71,7868,7.4,43.8
45–59,Female,Very Active,18.5,57,20300,7.0,43.3
18–29,Male,Sedentary,21.5,76,2101,7.5,37.2
30–44,Male,Lightly Active,30.3,75,9965,4.8,47.8
60+,Male,Moderately Active,26.6,70,11697,8.1,43.7
18–29,Male,Lightly Active,23.6,77,8826,7.5,51.2
45–59,Female,Lightly Active,23.4,64,5467,8.7,40.6
45–59,Male,Moderately Active,26.0,72,13691,8.3,50.7
60+,Male,Very Active,23.7,58,18316,8.5,53.6
18–29,Male,Very Active,21.1,60,14973,6.5,54.4
45–59,Female,Sedentary,34.2,88,2120,5.7,28.6
30–44,Male,Moderately Active,26.3,68,10522,7.7,49.1
30–44,Male,Moderately Active,28.8,59,12214,8.0,53.6
30–44,Male,Lightly Active,26.3,75,6615,4.9,43.7
30–44,Male,Lightly Active,29.7,66,6632,6.0,48.7
30–44,Female,Moderately Active,23.8,65,9427,8.0,37.6
18–29,Male,Lightly Active,28.7,86,4515,7.2,37.8
30–44,Male,Very Active,23.7,56,16620,6.5,61.7
45–59,Female,Sedentary,33.4,72,2256,7.0,30.4
30–44,Male,Sedentary,31.7,62,3760,9.7,39.4
18–29,Female,Very Active,18.3,47,18940,6.3,46.6
30–44,Female,Very Active,21.3,51,21843,7.6,51.1
30–44,Male,Lightly Active,26.8,78,5933,6.1,51.8
45–59,Male,Moderately Active,26.0,72,10406,6.2,46.9
60+,Male,Very Active,24.8,56,10848,7.5,50.7
30–44,Male,Lightly Active,28.7,78,5667,8.1,40.3
45–59,Male,Moderately Active,22.2,66,10487,8.0,50.2
18–29,Female,Moderately Active,27.4,62,10671,5.6,38.3
60+,Male,Lightly Active,23.3,86,5929,8.2,41.5
30–44,Male,Very Active,25.8,50,13808,7.0,48.6
30–44,Female,Very Active,26.0,57,16852,6.6,51.1
18–29,Male,Lightly Active,26.5,69,6051,8.0,48.0
18–29,Female,Sedentary,25.6,70,4048,8.5,29.5
45–59,Male,Very Active,21.1,55,16883,6.9,54.2
18–29,Female,Lightly Active,22.1,70,5699,9.4,38.8
30–44,Female,Sedentary,24.2,86,3866,7.1,35.2
18–29,Female,Moderately Active,23.9,61,8286,8.0,43.3
60+,Female,Moderately Active,22.7,66,9638,5.6,43.4
45–59,Male,Sedentary,20.6,58,2161,5.0,38.5
60+,Male,Lightly Active,24.6,64,6118,5.1,47.6
60+,Male,Very Active,23.0,55,20806,5.3,58.8
60+,Male,Very Active,22.0,54,16656,8.9,53.5
30–44,Female,Lightly Active,22.9,74,3907,6.6,36.5
18–29,Male,Sedentary,16.6,79,2693,7.5,42.3
30–44,Male,Lightly Active,31.1,78,6900,7.5,47.2
30–44,Female,Lightly Active,26.3,63,6935,7.4,33.9
45–59,Male,Lightly Active,27.8,84,6238,8.1,44.8
18–29,Female,Moderately Active,25.1,67,12192,6.9,41.4
18–29,Male,Sedentary,31.6,83,3468,6.7,32.5
45–59,Female,Moderately Active,25.3,61,10166,5.3,49.2
18–29,Male,Very Active,23.0,61,16830,6.9,55.5
18–29,Female,Moderately Active,26.9,66,10190,7.3,39.8
18–29,Female,Lightly Active,30.4,73,6584,6.7,37.8
45–59,Female,Moderately Active,28.9,70,10919,7.1,41.2
18–29,Female,Lightly Active,23.2,75,8024,4.7,43.4
18–29,Female,Lightly Active,27.5,68,7208,9.3,42.6
18–29,Male,Moderately Active,19.4,65,10507,7.4,49.9
45–59,Male,Very Active,21.6,58,14583,8.1,60.6
18–29,Female,Very Active,22.3,55,18320,8.3,50.1
18–29,Female,Sedentary,32.9,92,3253,4.4,26.3
60+,Female,Moderately Active,24.1,66,10288,5.6,43.0
60+,Female,Lightly Active,29.2,70,6043,7.6,35.7
18–29,Male,Moderately Active,23.4,69,10644,8.3,47.1
18–29,Male,Lightly Active,24.2,69,5498,7.5,47.3
18–29,Male,Moderately Active,21.9,58,7327,9.0,58.3
45–59,Female,Very Active,24.5,55,21507,6.5,46.9
18–29,Male,Lightly Active,25.0,76,8902,8.6,46.0
60+,Male,Very Active,17.0,54,16527,6.5,57.3
45–59,Female,Moderately Active,26.5,64,11687,5.7,50.8
30–44,Male,Moderately Active,21.5,64,10029,9.5,48.2
18–29,Male,Lightly Active,27.3,72,7285,6.3,51.8
60+,Male,Lightly Active,22.0,73,6687,8.1,37.6
45–59,Female,Sedentary,29.1,88,3168,5.6,30.4
45–59,Male,Sedentary,15.0,71,2228,5.0,43.4
18–29,Female,Moderately Active,24.4,61,14467,4.3,34.5
45–59,Female,Sedentary,24.4,66,2129,7.6,31.9
45–59,Female,Lightly Active,21.4,62,7793,8.3,32.4
60+,Female,Very Active,24.6,56,13279,7.8,44.5
30–44,Male,Moderately Active,24.1,61,6219,5.7,56.9
30–44,Male,Sedentary,27.7,62,3774,5.3,44.0
30–44,Male,Moderately Active,22.2,56,10923,8.2,50.7
45–59,Female,Sedentary,33.7,60,1931,6.3,38.1
60+,Male,Moderately Active,23.1,72,12024,6.1,51.9
30–44,Female,Sedentary,36.7,78,2736,7.7,36.9
18–29,Female,Sedentary,35.4,61,4482,6.6,34.1
18–29,Female,Very Active,26.2,58,11186,7.9,48.4
45–59,Male,Lightly Active,30.4,76,5602,7.9,42.1
60+,Female,Sedentary,25.8,91,3683,5.4,32.1
18–29,Male,Sedentary,29.3,72,2685,5.4,33.4
30–44,Female,Lightly Active,25.7,73,5326,8.2,38.5
60+,Female,Very Active,24.8,58,16915,4.7,56.1
30–44,Male,Sedentary,28.9,83,3906,7.2,36.6
18–29,Female,Sedentary,27.7,54,2985,7.7,32.5
30–44,Female,Very Active,26.8,54,15370,6.8,41.4
30–44,Female,Lightly Active,25.2,70,5412,6.0,38.3
18–29,Male,Sedentary,25.8,78,2665,8.8,51.8
45–59,Male,Sedentary,26.9,59,2134,7.0,40.7
30–44,Male,Very Active,25.4,51,20394,6.8,60.9
45–59,Female,Lightly Active,27.3,80,7611,6.3,36.0
45–59,Male,Moderately Active,26.0,68,7737,6.6,52.4
18–29,Female,Moderately Active,25.3,67,9314,7.3,40.5
18–29,Female,Lightly Active,17.7,71,7669,6.9,38.8
18–29,Male,Moderately Active,21.1,63,12004,8.5,43.2
18–29,Female,Very Active,22.1,57,15762,6.6,54.5
45–59,Male,Moderately Active,25.5,62,10015,6.2,52.0
18–29,Male,Very Active,20.4,62,16089,5.5,59.9
45–59,Male,Sedentary,23.7,80,2666,7.1,38.3
18–29,Female,Lightly Active,25.3,70,8157,5.2,39.9
18–29,Female,Moderately Active,28.7,59,12106,7.0,48.9
18–29,Male,Sedentary,17.8,77,3253,8.2,37.0
30–44,Male,Sedentary,15.2,75,2150,7.5,43.0
45–59,Male,Sedentary,38.0,81,2532,7.1,40.0
45–59,Female,Lightly Active,20.4,64,5603,8.1,44.2
18–29,Male,Moderately Active,23.2,62,9760,8.2,47.1
45–59,Female,Sedentary,21.2,72,3164,8.2,30.9
45–59,Female,Moderately Active,23.5,64,14032,7.9,46.9
30–44,Male,Sedentary,28.3,85,3162,5.7,39.3
18–29,Female,Moderately Active,29.7,72,7528,6.3,45.0
18–29,Female,Lightly Active,29.4,74,7560,7.7,41.0
18–29,Female,Sedentary,22.3,93,1942,5.6,33.9
60+,Female,Lightly Active,18.9,76,7220,5.5,31.1
30–44,Male,Sedentary,31.6,63,2671,5.5,42.7
30–44,Female,Lightly Active,24.4,57,7398,9.2,35.4
45–59,Male,Moderately Active,22.2,61,11713,7.1,44.0
30–44,Female,Very Active,25.6,49,16682,5.5,56.9
45–59,Male,Moderately Active,18.9,66,8258,7.8,54.7
18–29,Male,Lightly Active,25.0,67,5601,5.1,40.2
30–44,Male,Moderately Active,26.5,67,11675,8.6,40.6
18–29,Male,Lightly Active,21.8,77,6803,7.3,44.1
18–29,Male,Moderately Active,28.7,60,14555,5.8,56.7
30–44,Male,Moderately Active,21.3,66,10853,7.4,46.1
45–59,Female,Lightly Active,26.2,56,7698,7.7,36.2
45–59,Female,Moderately Active,22.3,58,9663,6.5,38.6
45–59,Male,Lightly Active,15.5,80,5245,5.8,46.3
18–29,Female,Sedentary,26.8,59,3931,7.8,32.6
60+,Female,Moderately Active,27.0,61,8955,5.2,39.8
18–29,Male,Moderately Active,21.2,56,7389,7.4,44.0
45–59,Female,Moderately Active,22.5,60,7582,8.1,44.0
45–59,Male,Lightly Active,24.4,72,7054,7.8,48.4
30–44,Female,Moderately Active,26.2,63,9031,5.0,40.7
30–44,Female,Very Active,21.9,59,10714,6.7,52.6
45–59,Male,Sedentary,29.1,82,4539,7.5,39.7
45–59,Female,Lightly Active,26.6,69,3224,5.0,46.0
18–29,Male,Lightly Active,24.4,78,5884,6.3,50.5
45–59,Female,Moderately Active,29.9,58,14068,7.6,44.7
18–29,Male,Lightly Active,22.4,75,6589,8.5,45.3
30–44,Female,Moderately Active,26.7,67,15917,5.9,43.4
45–59,Female,Sedentary,35.6,81,3626,8.3,33.0
45–59,Male,Sedentary,28.3,59,2056,8.2,39.6
30–44,Female,Sedentary,29.3,56,3600,7.4,25.9
18–29,Male,Lightly Active,28.6,84,5650,4.3,52.0
30–44,Female,Very Active,21.9,53,15111,8.7,45.3
18–29,Female,Sedentary,19.1,70,2196,7.5,38.3
30–44,Male,Sedentary,27.7,84,2477,6.5,35.5
30–44,Male,Very Active,26.7,54,18537,5.6,55.3
45–59,Male,Lightly Active,28.8,74,5139,5.8,45.4
18–29,Female,Moderately Active,24.7,69,6242,6.2,43.4
18–29,Female,Sedentary,32.9,81,3328,8.6,26.9
30–44,Male,Very Active,22.5,61,15142,5.3,60.4
18–29,Male,Lightly Active,26.6,76,7879,7.6,42.7
18–29,Female,Sedentary,26.8,80,2386,8.1,35.3
30–44,Male,Moderately Active,26.0,68,12748,5.3,57.7
30–44,Male,Lightly Active,24.4,74,7572,6.9,44.9
18–29,Female,Lightly Active,25.2,74,7274,7.2,38.9
30–44,Male,Lightly Active,30.0,76,4475,6.7,40.5
60+,Female,Lightly Active,25.7,74,6410,7.6,38.1
30–44,Male,Moderately Active,26.3,57,12486,6.4,45.2
30–44,Female,Sedentary,32.4,74,2557,6.0,32.3
18–29,Male,Moderately Active,24.3,68,5884,7.4,51.3
18–29,Male,Sedentary,27.2,62,2458,6.5,35.0
30–44,Male,Moderately Active,20.3,65,8413,8.5,46.3
45–59,Female,Sedentary,23.3,81,2514,7.7,35.5
18–29,Female,Lightly Active,28.9,77,4332,5.9,37.0
18–29,Male,Moderately Active,26.4,62,12203,7.0,49.0
30–44,Female,Moderately Active,21.3,66,11838,5.1,48.4
30–44,Male,Moderately Active,25.8,68,8502,6.6,45.3
60+,Male,Lightly Active,27.4,66,5850,6.8,39.6
18–29,Male,Very Active,25.0,55,12943,5.8,58.1
18–29,Female,Very Active,28.0,54,17702,8.6,58.5
30–44,Male,Very Active,24.2,55,12492,5.9,59.2
18–29,Male,Lightly Active,23.7,62,5216,6.4,44.7
18–29,Female,Sedentary,32.9,68,3079,7.1,34.1
30–44,Female,Moderately Active,21.2,69,8635,6.2,41.3
30–44,Male,Lightly Active,35.4,73,9014,9.4,49.8
18–29,Female,Moderately Active,20.6,70,8916,6.9,39.6
45–59,Male,Sedentary,31.3,61,3586,5.8,38.6
30–44,Male,Moderately Active,24.5,63,12441,5.3,56.2
18–29,Male,Sedentary,26.8,74,1877,6.6,40.5
60+,Female,Very Active,21.7,60,15079,7.1,53.0
30–44,Female,Moderately Active,28.9,62,8584,7.9,39.2
60+,Male,Sedentary,31.9,84,3724,7.2,37.3
60+,Male,Lightly Active,25.9,78,6384,4.9,45.1
30–44,Male,Lightly Active,33.4,76,7835,5.8,45.7
18–29,Female,Very Active,22.5,54,21711,8.4,48.7
45–59,Female,Lightly Active,29.4,64,9089,8.6,32.3
30–44,Female,Moderately Active,20.2,69,8139,8.0,44.3
18–29,Female,Lightly Active,21.4,79,4730,6.2,38.4
30–44,Female,Moderately Active,26.8,77,7901,8.0,47.1
30–44,Female,Sedentary,30.6,78,3907,7.3,26.2
60+,Female,Very Active,28.0,53,18631,7.2,45.5
45–59,Male,Moderately Active,22.2,55,11994,9.1,47.1
60+,Female,Very Active,24.4,52,17921,7.8,41.2
45–59,Male,Moderately Active,23.7,59,9598,5.5,52.0
45–59,Male,Sedentary,33.4,67,3071,5.3,37.5
30–44,Male,Lightly Active,29.6,86,7003,8.1,42.7
60+,Male,Lightly Active,26.4,91,6669,7.6,44.9
60+,Female,Sedentary,25.1,78,2482,4.8,28.1
45–59,Male,Sedentary,27.2,59,4287,8.8,38.3
45–59,Male,Moderately Active,20.9,77,7859,6.5,53.4
30–44,Female,Lightly Active,28.0,55,5872,5.9,31.1
18–29,Female,Moderately Active,15.5,73,13715,5.6,39.5
60+,Male,Lightly Active,24.2,66,7894,5.6,46.4
18–29,Male,Sedentary,33.7,64,1984,7.0,47.0
18–29,Male,Lightly Active,30.0,78,3212,5.0,48.3
30–44,Female,Lightly Active,20.1,77,4954,8.9,38.3
30–44,Male,Very Active,24.2,51,16417,6.7,63.6
30–44,Female,Moderately Active,20.8,71,10634,7.9,39.4
18–29,Male,Sedentary,27.0,59,2973,7.7,44.1
18–29,Female,Moderately Active,27.0,55,11766,5.9,45.1
18–29,Male,Lightly Active,22.6,71,6540,4.6,48.7
30–44,Male,Sedentary,36.4,57,3762,5.0,48.2
18–29,Male,Sedentary,30.3,76,3606,8.3,37.3
45–59,Male,Sedentary,31.4,61,1273,6.0,38.6
18–29,Female,Moderately Active,27.9,61,10693,4.3,42.5
30–44,Female,Moderately Active,27.3,66,10027,7.7,47.6
30–44,Male,Moderately Active,27.1,69,11102,8.8,44.2
30–44,Female,Sedentary,25.6,83,2807,8.3,37.4
60+,Male,Lightly Active,22.1,63,4082,5.8,36.0
18–29,Female,Lightly Active,25.4,76,7187,6.6,39.6
30–44,Male,Lightly Active,28.4,70,7542,8.5,40.8
45–59,Male,Moderately Active,20.4,63,6439,5.6,48.8
18–29,Male,Sedentary,32.0,86,4382,6.5,38.2
45–59,Male,Sedentary,30.9,86,3751,6.5,40.9
60+,Female,Moderately Active,23.9,67,8522,5.3,43.6
45–59,Male,Lightly Active,26.7,75,4851,5.3,50.4
60+,Male,Moderately Active,24.7,69,10944,6.2,45.0
30–44,Female,Moderately Active,25.9,54,10784,7.2,43.2
30–44,Male,Moderately Active,26.9,63,11863,5.0,50.9
18–29,Male,Very Active,29.7,54,17720,7.6,55.5
18–29,Female,Moderately Active,25.0,64,11790,7.9,43.2
18–29,Male,Moderately Active,22.4,61,8056,7.3,48.9
30–44,Female,Moderately Active,18.4,62,10191,7.1,49.2
30–44,Female,Moderately Active,20.0,68,11255,7.5,46.1
18–29,Male,Lightly Active,23.5,75,6144,7.6,47.1
45–59,Male,Lightly Active,29.3,72,7470,4.3,53.9
18–29,Male,Lightly Active,24.9,66,8115,8.0,44.3
30–44,Female,Moderately Active,25.8,69,8676,5.8,46.1
18–29,Female,Lightly Active,23.6,77,6447,7.0,35.3
45–59,Female,Very Active,23.9,59,14149,6.8,49.8
30–44,Male,Moderately Active,27.3,61,9566,8.0,48.7
45–59,Female,Lightly Active,24.9,94,4035,7.7,38.3
18–29,Male,Lightly Active,28.2,73,7119,6.2,48.0
30–44,Female,Moderately Active,23.1,61,16805,3.8,42.8
60+,Male,Moderately Active,20.6,77,11419,7.8,51.3
18–29,Female,Moderately Active,26.3,69,15535,7.8,40.4
30–44,Male,Sedentary,31.1,64,4032,8.2,35.4
18–29,Male,Very Active,24.2,60,13366,8.6,56.2
18–29,Male,Very Active,25.1,56,17484,6.1,53.9
30–44,Female,Very Active,22.2,48,18748,9.4,54.0
18–29,Female,Moderately Active,23.9,65,12112,7.6,44.1
30–44,Female,Sedentary,27.5,82,2423,8.6,31.7
60+,Male,Very Active,23.6,51,16737,8.0,57.6
18–29,Female,Sedentary,28.3,66,4337,6.1,32.9
18–29,Male,Sedentary,29.7,74,1756,5.8,35.2
45–59,Female,Moderately Active,22.2,59,12774,8.2,42.0
30–44,Male,Lightly Active,22.4,72,8271,7.0,44.3
60+,Female,Moderately Active,21.6,62,6729,7.8,46.1
30–44,Female,Moderately Active,25.8,62,9118,7.8,36.7
45–59,Male,Sedentary,28.8,66,2778,8.2,38.3
60+,Female,Moderately Active,22.9,61,12427,8.6,47.4
18–29,Male,Very Active,24.4,50,16025,6.4,55.6
45–59,Male,Very Active,26.3,52,14071,7.6,60.4
45–59,Male,Sedentary,26.4,82,3063,6.0,41.7
45–59,Male,Lightly Active,22.2,73,7150,7.1,48.2
18–29,Male,Sedentary,33.9,75,2871,5.9,39.0
30–44,Female,Moderately Active,24.5,66,14076,8.2,37.2
18–29,Female,Moderately Active,23.9,67,10574,7.4,42.3
60+,Male,Lightly Active,30.6,63,7611,8.4,47.0
18–29,Female,Lightly Active,25.4,73,4913,7.7,42.5
18–29,Female,Moderately Active,25.8,66,11298,7.6,39.5
60+,Male,Moderately Active,25.0,64,9384,6.5,48.7
30–44,Male,Lightly Active,39.5,64,5742,5.4,43.5
30–44,Female,Sedentary,28.3,52,4233,7.8,39.6
30–44,Male,Lightly Active,30.2,74,5512,7.4,44.5
45–59,Male,Very Active,22.2,58,14203,7.8,58.2
18–29,Female,Moderately Active,25.9,64,6696,8.2,43.8
30–44,Female,Moderately Active,23.9,71,8552,5.2,34.1
30–44,Female,Lightly Active,29.7,68,3954,7.8,39.1
30–44,Female,Lightly Active,26.1,68,8267,6.4,37.4
18–29,Male,Sedentary,31.6,98,3294,8.0,35.8
18–29,Female,Lightly Active,23.5,70,7708,6.0,46.6
45–59,Female,Sedentary,24.9,82,3371,6.0,39.0
18–29,Male,Lightly Active,19.0,67,5061,6.3,46.2
30–44,Male,Lightly Active,28.0,84,7725,7.4,45.6
30–44,Male,Very Active,21.2,56,15325,7.7,63.1
30–44,Female,Lightly Active,35.3,70,7370,6.3,42.5
45–59,Female,Sedentary,26.5,91,815,6.5,31.8
30–44,Female,Sedentary,35.5,67,2044,7.6,33.6
60+,Male,Lightly Active,31.1,71,5442,5.3,47.6
45–59,Female,Moderately Active,23.7,60,11173,8.8,40.3
45–59,Male,Moderately Active,22.1,61,7034,7.7,60.2
45–59,Female,Moderately Active,24.1,59,15502,4.8,46.3
18–29,Female,Very Active,25.5,55,20419,9.0,48.2
60+,Female,Lightly Active,35.6,73,8452,7.8,56.3
45–59,Male,Lightly Active,21.6,79,8655,6.7,43.1
30–44,Male,Sedentary,29.1,79,3435,7.6,44.2
18–29,Male,Sedentary,25.9,77,2097,5.8,38.1
18–29,Female,Lightly Active,25.1,73,7187,8.7,36.2
45–59,Male,Moderately Active,30.0,64,9416,7.4,51.8
30–44,Female,Very Active,21.0,55,15188,6.1,50.6
45–59,Male,Lightly Active,20.1,81,7783,6.4,45.3
30–44,Female,Lightly Active,27.3,81,5655,6.7,39.0
30–44,Male,Very Active,23.7,53,13845,6.4,60.8
18–29,Male,Moderately Active,23.2,69,12614,8.5,55.1
18–29,Female,Moderately Active,22.3,68,8698,6.5,56.3
18–29,Male,Lightly Active,27.1,69,6035,8.2,49.7
45–59,Male,Lightly Active,21.1,80,6373,7.4,44.1
30–44,Female,Moderately Active,25.8,58,11777,5.7,40.5
60+,Male,Sedentary,27.2,81,3585,7.0,43.6
45–59,Female,Lightly Active,32.0,66,5503,5.7,37.1
45–59,Female,Sedentary,30.7,95,1661,6.7,30.0
30–44,Male,Moderately Active,24.0,78,13314,7.0,45.0
45–59,Male,Moderately Active,23.8,61,5548,6.4,49.2
60+,Male,Sedentary,18.9,59,3325,5.4,34.0
45–59,Male,Lightly Active,26.0,71,6429,6.2,47.6
18–29,Male,Sedentary,27.9,93,3209,9.3,35.2
45–59,Female,Moderately Active,24.7,63,11178,5.4,46.5
18–29,Male,Very Active,22.3,52,15167,7.4,62.5
18–29,Female,Lightly Active,32.2,69,6374,5.8,37.3
45–59,Female,Sedentary,27.6,87,3266,5.7,25.1
45–59,Male,Very Active,20.8,56,16934,7.1,64.4
18–29,Female,Very Active,18.8,58,6269,7.5,50.2
18–29,Male,Moderately Active,23.1,70,10348,8.0,53.4
60+,Male,Lightly Active,22.3,70,7699,8.0,40.0
18–29,Female,Sedentary,22.3,85,2422,7.5,39.3
18–29,Male,Very Active,22.1,53,17619,5.6,48.3
45–59,Male,Lightly Active,31.1,72,8031,7.9,39.0
45–59,Female,Lightly Active,30.2,78,6640,6.3,43.5
30–44,Female,Moderately Active,20.4,66,10772,4.5,38.5
30–44,Female,Moderately Active,24.6,71,7515,7.9,46.6
30–44,Female,Sedentary,31.2,84,2925,8.0,35.5
18–29,Female,Very Active,24.2,57,17741,7.6,53.1
45–59,Female,Moderately Active,29.6,67,9538,6.4,48.0
45–59,Male,Sedentary,22.9,72,2691,6.4,35.7
30–44,Female,Sedentary,24.4,72,3415,7.9,40.1
18–29,Female,Moderately Active,22.4,58,11282,8.8,42.6
18–29,Male,Moderately Active,25.7,68,11525,9.1,53.1
18–29,Male,Sedentary,15.0,83,1744,5.7,47.4
30–44,Male,Lightly Active,25.6,64,7134,7.5,45.6
18–29,Male,Lightly Active,19.4,74,4097,5.0,55.3
45–59,Male,Lightly Active,26.5,77,6096,8.4,37.0
18–29,Male,Very Active,27.8,49,22786,4.8,64.5
45–59,Female,Lightly Active,30.1,74,7350,7.0,36.2
30–44,Male,Very Active,19.9,59,17143,8.2,52.2
45–59,Male,Lightly Active,24.8,64,5244,7.7,56.4
60+,Female,Sedentary,24.4,62,4233,7.2,28.0
30–44,Male,Sedentary,35.7,80,3248,4.8,36.1
18–29,Female,Very Active,17.5,49,7880,7.2,54.1
45–59,Female,Sedentary,26.7,78,2456,7.7,36.8
18–29,Female,Sedentary,25.4,68,3218,7.9,32.2
18–29,Male,Lightly Active,21.8,63,6161,8.4,40.1
18–29,Male,Moderately Active,29.8,70,12882,8.4,48.9
60+,Female,Lightly Active,20.2,83,4806,6.7,36.8
18–29,Male,Sedentary,22.8,95,3139,6.5,35.4
30–44,Male,Lightly Active,32.9,73,5557,7.4,42.8
30–44,Male,Very Active,22.6,55,16551,8.6,62.1
45–59,Female,Very Active,22.4,48,14075,6.3,52.7
30–44,Female,Very Active,21.3,54,16207,9.3,53.2
60+,Female,Lightly Active,26.5,79,8764,6.9,36.2
45–59,Female,Sedentary,26.8,58,1736,5.6,29.2
30–44,Male,Sedentary,25.2,70,4647,5.1,46.7
30–44,Female,Very Active,19.4,62,28174,6.5,47.3
